data_product,data_table,data_column,data_type
ISCNTemplate,site,bedrock_depth,value_number
ISCNTemplate,site,climate_station,value_string
ISCNTemplate,site,ffdays,value_number
ISCNTemplate,site,flood_freq,value_string
ISCNTemplate,site,geo_form,value_string
ISCNTemplate,site,map,value_number
ISCNTemplate,site,mat,value_number
ISCNTemplate,site,mast,value_number
ISCNTemplate,site,pond_freq,value_string
ISCNTemplate,site,runoff,value_factor
ISCNTemplate,site,site_perm,value_string
ISCNTemplate,site,water_table_duration,value_number
ISCNTemplate,site,cflux_note,note
ISCNTemplate,site,climate_note,note
ISCNTemplate,site,eco_note,note
ISCNTemplate,site,photo_note,noe
ISCNTemplate,site,soiltemp_note,note
ISCNTemplate,site,add_note,note
ISCNTemplate,site,soc,value_number
ISCNTemplate,site,soc_type,value_factor
ISCNTemplate,site,soc_pcount,value_string
ISCNTemplate,site,soc_depth,value_number
ISCNTemplate,site,soc_sigma,sigma
ISCNTemplate,site,soc_method,method
ISCNTemplate,cluster,cluster_name,id
ISCNTemplate,cluster,cluster_note,note
ISCNTemplate,profile,site_name,id
ISCNTemplate,profile,cluster_name,id
ISCNTemplate,profile,profile_name,id
ISCNTemplate,profile,profile_note,note
ISCNTemplate,profile,layer_method,method
ISCNTemplate,profile,profile_method,method
ISCNTemplate,profile,observation_date,value_date
ISCNTemplate,profile,observation_date_acc,accuracy
ISCNTemplate,profile,transect_flag,value_factor
ISCNTemplate,profile,surface_veg,value_string
ISCNTemplate,profile,soil_taxon,value_string
ISCNTemplate,profile,soil_series,value_string
ISCNTemplate,profile,add_taxon_flag,value_factor
ISCNTemplate,profile,thaw_depth_profile,value_number
ISCNTemplate,profile,sampler_names,value_string
ISCNTemplate,profile,soc,value_number
ISCNTemplate,profile,soc_type,value_factor
ISCNTemplate,profile,soc_depth,value_number
ISCNTemplate,profile,soc_method,method
ISCNTemplate,profile,soc_sigma,sigma
ISCNTemplate,profile,soc_lcount,value_number
ISCNTemplate,layer,site_name,id
ISCNTemplate,layer,cluster_name,id
ISCNTemplate,layer,profile_name,id
ISCNTemplate,layer,layer_name,id
ISCNTemplate,layer,layer_number,value_string
ISCNTemplate,layer,labeled_addition,value_string
ISCNTemplate,layer,layer_top,value_min
ISCNTemplate,layer,layer_bot,value_max
ISCNTemplate,layer,hzn_desgn,value_string
ISCNTemplate,layer,hzn_desgn_other,value_string
ISCNTemplate,layer,hzn_desgn_other_note,note
ISCNTemplate,layer,layer_note,value_string
ISCNTemplate,layer,c_method,method
ISCNTemplate,layer,color,value_string
ISCNTemplate,layer,burn_ev,value_string
ISCNTemplate,layer,bd_method,method
ISCNTemplate,layer,bd_samp,value_number
ISCNTemplate,layer,bd_tot,value_number
ISCNTemplate,layer,bd_whole,value_number
ISCNTemplate,layer,bd_other,value_number
ISCNTemplate,layer,ph_method,method
ISCNTemplate,layer,ph_cacl,value_number
ISCNTemplate,layer,ph_h2o,value_number
ISCNTemplate,layer,ph_other,value_number
ISCNTemplate,layer,caco3,value_number
ISCNTemplate,layer,sand_tot_psa,value_number
ISCNTemplate,layer,silt_tot_psa,value_number
ISCNTemplate,layer,clay_tot_psa,value_number
ISCNTemplate,layer,wpg2_method,method
ISCNTemplate,layer,wpg2,value
ISCNTemplate,layer,cat_exch,value_number
ISCNTemplate,layer,gwc,value_number
ISCNTemplate,layer,vwc,value_number
ISCNTemplate,layer,soc,value_number
ISCNTemplate,layer,soc_type,value_factor
ISCNTemplate,layer,soc_sigma,sigma
ISCNTemplate,layer,soc_method,method
ISCNTemplate,layer,c_tot,value_number
ISCNTemplate,layer,oc,value_number
ISCNTemplate,layer,n_tot,value_number
ISCNTemplate,layer,c_to_n,value_number
ISCNTemplate,layer,loi,value_number
ISCNTemplate,layer,root_quant_size,value_string
ISCNTemplate,layer,root_weight,value_number
ISCNTemplate,layer,15n,value_number
ISCNTemplate,layer,13c,value_number
ISCNTemplate,layer,rc_lab,value_string
ISCNTemplate,layer,rc_lab_number,value_number
ISCNTemplate,layer,rc_year,value_number
ISCNTemplate,layer,14c,value_number
ISCNTemplate,layer,14c_sigma,sigma
ISCNTemplate,layer,14c_age,value_number
ISCNTemplate,layer,14c_age_sigma,sigma
ISCNTemplate,layer,fraction_modern,value_string
ISCNTemplate,layer,fraction_modern_sigma,sigma
ISCNTemplate,layer,textureClass,value_factor
ISCNTemplate,fraction,site_name,id
ISCNTemplate,fraction,cluster_name,id
ISCNTemplate,fraction,profile_name,id
ISCNTemplate,fraction,layer_name,id
ISCNTemplate,fraction,fraction_name,id
ISCNTemplate,fraction,fraction_number,value_string
ISCNTemplate,fraction,labeled_addition,value_string
ISCNTemplate,fraction,fraction_scheme,value_string
ISCNTemplate,fraction,fraction_property,value_string
ISCNTemplate,fraction,fraction_scheme_units,unit
ISCNTemplate,fraction,fraction_type,value_string
ISCNTemplate,fraction,fraction_agent,value_string
ISCNTemplate,fraction,fraction_note,value_string
ISCNTemplate,fraction,fraction_c_perc,value_number
ISCNTemplate,fraction,fraction_mass_perc,value_number
ISCNTemplate,fraction,oc,value_number
ISCNTemplate,fraction,c_method,method
ISCNTemplate,fraction,c_tot,value_number
ISCNTemplate,fraction,n_tot,value_number
ISCNTemplate,fraction,c_to_n,value_number
ISCNTemplate,fraction,loi,value_number
ISCNTemplate,fraction,15n,value_number
ISCNTemplate,fraction,13c,value_number
ISCNTemplate,fraction,rc_lab,value_string
ISCNTemplate,fraction,rc_lab_number,value_number
ISCNTemplate,fraction,rc_year,value_number
ISCNTemplate,fraction,14c,value_number
ISCNTemplate,fraction,14c_sigma,sigma
ISCNTemplate,fraction,14c_age,value_number
ISCNTemplate,fraction,14c_age_sigma,sigma
ISCNTemplate,fraction,fraction_modern,value_string
ISCNTemplate,fraction,fraction_modern_sigma,sigma
ISCNTemplate,gas,site_name,id
ISCNTemplate,gas,cluster_name,id
ISCNTemplate,gas,profile_name,id
ISCNTemplate,gas,layer_name,id
ISCNTemplate,gas,gas_name,id
ISCNTemplate,gas,rc_lab,value_string
ISCNTemplate,gas,rc_lab_number,note
ISCNTemplate,gas,rc_year,value_date
ISCNTemplate,gas,labeled_addition,value_string
ISCNTemplate,gas,gas_number,value_string
ISCNTemplate,gas,gas_type,value_string
ISCNTemplate,gas,gas_note,note
ISCNTemplate,gas,gas_time_series,value_string
ISCNTemplate,gas,c_method,method
ISCNTemplate,gas,collection_method,method
ISCNTemplate,gas,collection_loc,method
ISCNTemplate,gas,15n,value_number
ISCNTemplate,gas,c_conc_CO2,value_number
ISCNTemplate,gas,13c_CO2,value_number
ISCNTemplate,gas,14c_CO2,value_number
ISCNTemplate,gas,14c_CO2_sigma,sigma
ISCNTemplate,gas,14c_age_CO2,value_number
ISCNTemplate,gas,14c_age_CO2_sigma,sigma
ISCNTemplate,gas,fraction_modern_CO2,value_number
ISCNTemplate,gas,fraction_modern_CO2_sigma,sigma
ISCNTemplate,gas,c_conc_CH4,value_number
ISCNTemplate,gas,13c_CH4,value_number
ISCNTemplate,gas,14c_CH4,value_number
ISCNTemplate,gas,14c_CH4_sigma,sigma
ISCNTemplate,gas,14c_age_CH4,value_number
ISCNTemplate,gas,14c_age_CH4_sigma,sigma
ISCNTemplate,gas,fraction_modern_CH4,value_number
ISCNTemplate,gas,fraction_modern_CH4_sigma,sigma
ISCNTemplate,other,site_name,id
ISCNTemplate,other,cluster_name,id
ISCNTemplate,other,profile_name,id
ISCNTemplate,other,layer_name,id
ISCNTemplate,other,other_name,id
ISCNTemplate,other,labeled_addition,value_string
ISCNTemplate,other,other_number,value_string
ISCNTemplate,other,other_type,value_string
ISCNTemplate,other,other_note,note
ISCNTemplate,other,collection_method,method
ISCNTemplate,other,c_method,method
ISCNTemplate,other,processing_method,method
ISCNTemplate,other,oc,value_number
ISCNTemplate,other,c_tot,value_number
ISCNTemplate,other,n_tot,value_number
ISCNTemplate,other,c_to_n,value_number
ISCNTemplate,other,plant_species,value_string
ISCNTemplate,other,root_live_flag,value_factor
ISCNTemplate,other,root_quant_size,value_string
ISCNTemplate,other,compound_formula,value_string
ISCNTemplate,other,compound,value_string
ISCNTemplate,other,15n,value_number
ISCNTemplate,other,13c,value_number
ISCNTemplate,other,rc_lab,value_string
ISCNTemplate,other,rc_lab_number,note
ISCNTemplate,other,rc_year,value_date
ISCNTemplate,other,14c,value_number
ISCNTemplate,other,14c_sigma,sigma
ISCNTemplate,other,14c_age,value_number
ISCNTemplate,other,14c_age_sigma,sigma
ISCNTemplate,other,fraction_modern,value_string
ISCNTemplate,other,fraction_modern_sigma,sigma
ISCNTemplate,disturbance,site_name,id
ISCNTemplate,disturbance,dist_clearcut_date,value_date
ISCNTemplate,disturbance,dist_clearcut_removal_type,value_string
ISCNTemplate,disturbance,dist_clearcut_removal_perc,value_number
ISCNTemplate,disturbance,dist_clearcut_date_qual,value_date
ISCNTemplate,disturbance,dist_clearcut_date_note,note
ISCNTemplate,disturbance,dist_crop_residue_date,value_date
ISCNTemplate,disturbance,dist_crop_residue_type,value_string
ISCNTemplate,disturbance,dist_crop_residue_perc,value_number
ISCNTemplate,disturbance,dist_crop_residue_date_qual,value_string
ISCNTemplate,disturbance,dist_crop_residue_date_note,note
ISCNTemplate,disturbance,dist_fire_date,value_date
ISCNTemplate,disturbance,dist_fire_severity,value_string
ISCNTemplate,disturbance,dist_fire_date_qual,value_date
ISCNTemplate,disturbance,dist_fire_date_note,note
ISCNTemplate,disturbance,dist_fwd_removal_date,value_date
ISCNTemplate,disturbance,dist_fwd_removal_perc,value_number
ISCNTemplate,disturbance,dist_fwd_removal_date_qual,value_string
ISCNTemplate,disturbance,dist_fwd_removal_date_note,note
ISCNTemplate,disturbance,dist_general_date,value_date
ISCNTemplate,disturbance,dist_general_date_qual,value_date
ISCNTemplate,disturbance,dist_general_date_note,note
ISCNTemplate,disturbance,dist_grazed_date,value_date
ISCNTemplate,disturbance,dist_grazed_spp,value_string
ISCNTemplate,disturbance,dist_grazed_stocking,value_number
ISCNTemplate,disturbance,dist_grazed_live_weight,value_number
ISCNTemplate,disturbance,dist_grazed_onplot,value_number
ISCNTemplate,disturbance,dist_grazed_daynight,value_string
ISCNTemplate,disturbance,dist_grazed_date_qual,value_date
ISCNTemplate,disturbance,dist_grazed_date_note,note
ISCNTemplate,disturbance,dist_harvest_date,value_date
ISCNTemplate,disturbance,dist_harvest_residue_type,value_string
ISCNTemplate,disturbance,dist_harvest_residue_perc,value_number
ISCNTemplate,disturbance,dist_harvest_spp,value_string
ISCNTemplate,disturbance,dist_harvest_date_qual,value_string
ISCNTemplate,disturbance,dist_harvest_date_note,note
ISCNTemplate,disturbance,dist_herbicide_date,value_date
ISCNTemplate,disturbance,dist_herbicide_type,value_string
ISCNTemplate,disturbance,dist_herbicide_kgha,value_number
ISCNTemplate,disturbance,dist_herbicide_date_qual,value_string
ISCNTemplate,disturbance,dist_herbicide_date_note,note
ISCNTemplate,disturbance,dist_insect_and_pathogen_date,value_date
ISCNTemplate,disturbance,dist_insect_and_pathogen_date_qual,value_date
ISCNTemplate,disturbance,dist_insect_and_pathogen_date_note,note
ISCNTemplate,disturbance,dist_irrigation_date,value_date
ISCNTemplate,disturbance,dist_irrigation_water,value_number
ISCNTemplate,disturbance,dist_irrigation_drain_depth,value_number
ISCNTemplate,disturbance,dist_irrigation_date_qual,value_string
ISCNTemplate,disturbance,dist_irrigation_date_note,note
ISCNTemplate,disturbance,dist_liming_date,value_date
ISCNTemplate,disturbance,dist_liming_kgha,value_number
ISCNTemplate,disturbance,dist_liming_date_qual,value_date
ISCNTemplate,disturbance,dist_liming_date_note,note
ISCNTemplate,disturbance,dist_m_fertilization_date,value_date
ISCNTemplate,disturbance,dist_m_fertilization_type,value_string
ISCNTemplate,disturbance,dist_m_fertilization_kgha,value_number
ISCNTemplate,disturbance,dist_m_fertilization_form,value_string
ISCNTemplate,disturbance,dist_m_fertilization_method,method
ISCNTemplate,disturbance,dist_m_fertilization_date_qual,value_string
ISCNTemplate,disturbance,dist_m_fertilization_date_note,note
ISCNTemplate,disturbance,dist_natural_regeneration_date,value_date
ISCNTemplate,disturbance,dist_natural_regeneration_type,value_string
ISCNTemplate,disturbance,dist_natural_regeneration_date_qual,value_date
ISCNTemplate,disturbance,dist_natural_regeneration_date_note,value_date
ISCNTemplate,disturbance,dist_o_fertilization_date,value_date
ISCNTemplate,disturbance,dist_o_fertilization_type,value_string
ISCNTemplate,disturbance,dist_o_fertilization_kgha,value_number
ISCNTemplate,disturbance,dist_o_fertilization_c,value_number
ISCNTemplate,disturbance,dist_o_fertilization_n,value_number
ISCNTemplate,disturbance,dist_o_fertilization_method,method
ISCNTemplate,disturbance,dist_o_fertilization_date_qual,value_date
ISCNTemplate,disturbance,dist_o_fertilization_date_note,note
ISCNTemplate,disturbance,dist_pesticide_date,value_date
ISCNTemplate,disturbance,dist_pesticide_kgha,value_number
ISCNTemplate,disturbance,dist_pesticide_type,value_string
ISCNTemplate,disturbance,dist_pesticide_date_qual,value_date
ISCNTemplate,disturbance,dist_pesticide_date_note,value_date
ISCNTemplate,disturbance,dist_planting_date,value_date
ISCNTemplate,disturbance,dist_planting_seed,value_number
ISCNTemplate,disturbance,dist_planting_spp,value_string
ISCNTemplate,disturbance,dist_planting_date_qual,value_date
ISCNTemplate,disturbance,dist_planting_date_note,note
ISCNTemplate,disturbance,dist_storm_date,value_date
ISCNTemplate,disturbance,dist_storm_date_qual,value_string
ISCNTemplate,disturbance,dist_storm_date_note,note
ISCNTemplate,disturbance,dist_thinning_date,value_date
ISCNTemplate,disturbance,dist_thinning_removal_type,value_string
ISCNTemplate,disturbance,dist_thinning_perc,value_number
ISCNTemplate,disturbance,dist_thinning_basal_area,?
ISCNTemplate,disturbance,dist_thinning_date_qual,value_date
ISCNTemplate,disturbance,dist_thinning_date_note,note
ISCNTemplate,disturbance,dist_tillage_date,value_date
ISCNTemplate,disturbance,dist_tillage_type,value_string
ISCNTemplate,disturbance,dist_tillage_depth,value_number
ISCNTemplate,disturbance,dist_tillage_date_qual,value_date
ISCNTemplate,disturbance,dist_tillage_date_note,note
ISCNTemplate,disturbance,dist_ungrazed_date,value_date
ISCNTemplate,disturbance,dist_ungrazed_duration,value_number
ISCNTemplate,disturbance,dist_ungrazed_date_qual,value_date
ISCNTemplate,disturbance,dist_ungrazed_date_note,note
ISCNTemplate,disturbance,dist_wildfire_date,value_date
ISCNTemplate,disturbance,dist_wildfire_severity,value_string
ISCNTemplate,disturbance,dist_wildfire_date_qual,value_date
ISCNTemplate,disturbance,dist_wildfire_date_note,note
ISCNTemplate,disturbance,dist_underburn_date,value_date
ISCNTemplate,disturbance,dist_underburn_perc,value_number
ISCNTemplate,disturbance,dist_underburn_date_qual,value_date
ISCNTemplate,disturbance,dist_underburn_date_note,note
ISCNTemplate,disturbance,dist_windthrow_date,value_date
ISCNTemplate,disturbance,dist_windthrow_perc,value_number
ISCNTemplate,disturbance,dist_windthrow_date_qual,value_date
ISCNTemplate,disturbance,dist_windthrow_date_note,note
ISCNTemplate,disturbance,dist_woody_encroachment_date,value_date
ISCNTemplate,disturbance,dist_woody_encroachment_date_qual,value_date
ISCNTemplate,disturbance,dist_woody_encroachment_date_note,note
ISCNTemplate,cluster,site_name,id
ISCNTemplate,cluster,soc,value_number
ISCNTemplate,cluster,soc_type,value_factor
ISCNTemplate,cluster,soc_pcount,method
ISCNTemplate,cluster,soc_depth,value_number
ISCNTemplate,cluster,soc_sigma,sigma
ISCNTemplate,cluster,soc_method,method
SoDaH-Site_KEY_V2,location,curator_PersonName,value_string
SoDaH-Site_KEY_V2,location,curator_organization,value_string
SoDaH-Site_KEY_V2,location,curator_email,value_string
SoDaH-Site_KEY_V2,location,modification_date,value_date
SoDaH-Site_KEY_V2,location,author_PersonName,value_string
SoDaH-Site_KEY_V2,location,author_email,value_string
SoDaH-Site_KEY_V2,location,author_orcid_id,value_number
SoDaH-Site_KEY_V2,location,addit_contact_person,value_string
SoDaH-Site_KEY_V2,location,addit_contact_email,value_string
SoDaH-Site_KEY_V2,location,bibliographical_reference,value_string
SoDaH-Site_KEY_V2,location,data_doi,value_string
SoDaH-Site_KEY_V2,location,header_row,value_string
SoDaH-Site_KEY_V2,location,NA_1,"NA"
SoDaH-Site_KEY_V2,location,NA_2,"NA"
SoDaH-Site_KEY_V2,location,network,value_string
SoDaH-Site_KEY_V2,location,site_code,id
SoDaH-Site_KEY_V2,location,location_name,value_string
SoDaH-Site_KEY_V2,location,lat,value_number
SoDaH-Site_KEY_V2,location,long,value_number
SoDaH-Site_KEY_V2,location,datum,method
SoDaH-Site_KEY_V2,location,elevation,value_number
SoDaH-Site_KEY_V2,location,map,value_number
SoDaH-Site_KEY_V2,location,mat,value_number
SoDaH-Site_KEY_V2,location,clim_avg_yrs,value_mean
SoDaH-Site_KEY_V2,location,tx_start,value_date
SoDaH-Site_KEY_V2,location,aspect_deg,value_number
SoDaH-Site_KEY_V2,location,aspect_class,value_factor
SoDaH-Site_KEY_V2,location,slope,value_number
SoDaH-Site_KEY_V2,location,slope_shape,value_string
SoDaH-Site_KEY_V2,location,drainage_class,value_factor
SoDaH-Site_KEY_V2,location,depth_water,value_number
SoDaH-Site_KEY_V2,location,parent_transport,value_string
SoDaH-Site_KEY_V2,location,parent_material,value_string
SoDaH-Site_KEY_V2,location,rock_chem,value_string
SoDaH-Site_KEY_V2,location,land_cover,value_string
SoDaH-Site_KEY_V2,location,eco_region,value_string
SoDaH-Site_KEY_V2,location,loc_texture_class,value_factor
SoDaH-Site_KEY_V2,location,plant,value_string
SoDaH-Site_KEY_V2,location,lit_c,value_number
SoDaH-Site_KEY_V2,location,lit_n,value_number
SoDaH-Site_KEY_V2,location,lit_p,value_number
SoDaH-Site_KEY_V2,location,lit_cn,value_number
SoDaH-Site_KEY_V2,location,lit_lig,value_number
SoDaH-Site_KEY_V2,location,lit_lit_n,value_number
SoDaH-Site_KEY_V2,location,npp,value_number
SoDaH-Site_KEY_V2,location,anpp,value_number
SoDaH-Site_KEY_V2,location,bnpp,value_number
SoDaH-Site_KEY_V2,location,bnpp_notes,note
SoDaH-Site_KEY_V2,location,agb,value_number
SoDaH-Site_KEY_V2,location,bgb,value_number
SoDaH-Site_KEY_V2,location,bgb_lowerdiam,value_min
SoDaH-Site_KEY_V2,location,bgb_upperdiam,value_max
SoDaH-Site_KEY_V2,location,bgb_type,value_string
SoDaH-Site_KEY_V2,location,bgb_notes,value_number
SoDaH-Site_KEY_V2,location,bgb_c,value_number
SoDaH-Site_KEY_V2,location,bgb_n,value_number
SoDaH-Site_KEY_V2,location,bgb_cn,value_number
SoDaH-Site_KEY_V2,location,bgb_lignin,value_number
SoDaH-Site_KEY_V2,location,wood_lit_c,value_number
SoDaH-Site_KEY_V2,location,wood_lit_n,value_number
SoDaH-Site_KEY_V2,location,wood_lit_cn,value_number
SoDaH-Site_KEY_V2,location,align_1,note
SoDaH-Site_KEY_V2,location,align_2,note
SoDaH-Site_KEY_V2,location,loc_comments,comment
SoDaH-Site_KEY_V2,location,time_series,value_string
SoDaH-Site_KEY_V2,location,gradient,value_string
SoDaH-Site_KEY_V2,location,experiments,value_string
SoDaH-Site_KEY_V2,location,control_id,id
SoDaH-Site_KEY_V2,location,number_treatments,value_number
SoDaH-Site_KEY_V2,location,merge_align,value_string
SoDaH-Site_KEY_V2,location,key_version,value_string
SoDaH-Site_KEY_V2,profile,L1,value_factor
SoDaH-Site_KEY_V2,profile,L2,value_factor
SoDaH-Site_KEY_V2,profile,L3,value_factor
SoDaH-Site_KEY_V2,profile,L4,value_factor
SoDaH-Site_KEY_V2,profile,L5,value_factor
SoDaH-Site_KEY_V2,profile,L6,value_factor
SoDaH-Site_KEY_V2,profile,tx_L1,value_factor
SoDaH-Site_KEY_V2,profile,tx_L2,value_factor
SoDaH-Site_KEY_V2,profile,tx_L3,value_factor
SoDaH-Site_KEY_V2,profile,tx_L4,value_factor
SoDaH-Site_KEY_V2,profile,tx_L5,value_factor
SoDaH-Site_KEY_V2,profile,tx_L6,value_factor
SoDaH-Site_KEY_V2,profile,observation_date,value_date
SoDaH-Site_KEY_V2,profile,veg_note_profile,note
SoDaH-Site_KEY_V2,layer,lyr_c_tot,value_number
SoDaH-Site_KEY_V2,layer,lyr_soc,value_number
SoDaH-Site_KEY_V2,layer,lyr_soc_stock,value_number
SoDaH-Site_KEY_V2,layer,lyr_loi,value_number
SoDaH-Site_KEY_V2,layer,lyr_som_WalkleyBlack,value_number
SoDaH-Site_KEY_V2,layer,lyr_n_tot,value_number
SoDaH-Site_KEY_V2,layer,lyr_n_tot_stock,value_number
SoDaH-Site_KEY_V2,layer,lyr_c_to_n,value_number
SoDaH-Site_KEY_V2,layer,lyr_15n,value_number
SoDaH-Site_KEY_V2,layer,lyr_13c,value_number
SoDaH-Site_KEY_V2,layer,layer_top,value_min
SoDaH-Site_KEY_V2,layer,layer_bot,value_max
SoDaH-Site_KEY_V2,layer,layer_mid,value_mean
SoDaH-Site_KEY_V2,layer,hzn,value_string
SoDaH-Site_KEY_V2,layer,bd_samp,value_number
SoDaH-Site_KEY_V2,layer,bd_tot,value_number
SoDaH-Site_KEY_V2,layer,^bd_,method
SoDaH-Site_KEY_V2,layer,ph_cacl,value_number
SoDaH-Site_KEY_V2,layer,ph_h2o,value_number
SoDaH-Site_KEY_V2,layer,ph_other,value_number
SoDaH-Site_KEY_V2,layer,sand,value_number
SoDaH-Site_KEY_V2,layer,silt,value_number
SoDaH-Site_KEY_V2,layer,clay,value_number
SoDaH-Site_KEY_V2,layer,coarse_frac,value_number
SoDaH-Site_KEY_V2,layer,coarse_tot,value_number
SoDaH-Site_KEY_V2,profile,profile_texture_class,value_factor
SoDaH-Site_KEY_V2,layer,bet_surface_area,value_number
SoDaH-Site_KEY_V2,layer,caco3,value_number
SoDaH-Site_KEY_V2,layer,Ca,value_number
SoDaH-Site_KEY_V2,layer,Mg,value_number
SoDaH-Site_KEY_V2,layer,K,value_number
SoDaH-Site_KEY_V2,layer,Na,value_number
SoDaH-Site_KEY_V2,layer,cat_exch,value_number
SoDaH-Site_KEY_V2,layer,base_sum,value_number
SoDaH-Site_KEY_V2,layer,cec_sum,value_number
SoDaH-Site_KEY_V2,layer,ecec,value_number
SoDaH-Site_KEY_V2,layer,bs,value_number
SoDaH-Site_KEY_V2,layer,mbc_raw,value_number
SoDaH-Site_KEY_V2,layer,mbc_trans,value_number
SoDaH-Site_KEY_V2,layer,mbn_raw,value_number
SoDaH-Site_KEY_V2,layer,mbn_trans,value_number
SoDaH-Site_KEY_V2,layer,mbp_raw,value_number
SoDaH-Site_KEY_V2,layer,mbp_trans,value_number
SoDaH-Site_KEY_V2,layer,mb_cn,value_number
SoDaH-Site_KEY_V2,layer,mb_cp,value_number
SoDaH-Site_KEY_V2,layer,mb_np,value_number
SoDaH-Site_KEY_V2,layer,mbc_method,method
SoDaH-Site_KEY_V2,layer,p_ex_1,value_number
SoDaH-Site_KEY_V2,layer,p_1_method,method
SoDaH-Site_KEY_V2,"NA",p_1_notes,note
SoDaH-Site_KEY_V2,layer,p_ex_2,value_number
SoDaH-Site_KEY_V2,layer,p_2_method,method
SoDaH-Site_KEY_V2,"NA",p_2_notes,note
SoDaH-Site_KEY_V2,layer,p_ex_3,value_number
SoDaH-Site_KEY_V2,layer,p_3_method,method
SoDaH-Site_KEY_V2,"NA",p_3_notes,note
SoDaH-Site_KEY_V2,layer,p_ex_4,value_number
SoDaH-Site_KEY_V2,layer,p_4_method,method
SoDaH-Site_KEY_V2,"NA",p_4_notes,note
SoDaH-Site_KEY_V2,layer,p_ex_5,value_number
SoDaH-Site_KEY_V2,layer,p_5_method,method
SoDaH-Site_KEY_V2,"NA",p_5_notes,note
SoDaH-Site_KEY_V2,layer,n_min,value_number
SoDaH-Site_KEY_V2,profile,soil_taxon,value_string
SoDaH-Site_KEY_V2,profile,soil_series,value_string
SoDaH-Site_KEY_V2,profile,bedrock_depth,value_number
SoDaH-Site_KEY_V2,profile,thaw_depth_profile,value_number
SoDaH-Site_KEY_V2,profile,fire_freq,"NA"
SoDaH-Site_KEY_V2,profile,comment_profile,comment
SoDaH-Site_KEY_V2,layer,lyr_al_py,value_number
SoDaH-Site_KEY_V2,layer,lyr_si_py,value_number
SoDaH-Site_KEY_V2,layer,lyr_c_py,value_number
SoDaH-Site_KEY_V2,layer,lyr_py$,note
SoDaH-Site_KEY_V2,layer,lyr_fe_ox,value_number
SoDaH-Site_KEY_V2,layer,lyr_al_ox,value_number
SoDaH-Site_KEY_V2,layer,lyr_si_ox,value_number
SoDaH-Site_KEY_V2,layer,lyr_ox$,note
SoDaH-Site_KEY_V2,layer,lyr_fe_hy,value_number
SoDaH-Site_KEY_V2,layer,lyr_al_hy,value_number
SoDaH-Site_KEY_V2,layer,lyr_si_hy,value_number
SoDaH-Site_KEY_V2,layer,lyr_c_hy,value_number
SoDaH-Site_KEY_V2,layer,lyr_hy$,value_number
SoDaH-Site_KEY_V2,layer,lyr_fe_dith,value_number
SoDaH-Site_KEY_V2,layer,lyr_al_dith,value_number
SoDaH-Site_KEY_V2,layer,lyr_si_dith,value_number
SoDaH-Site_KEY_V2,layer,lyr_dith$,note
SoDaH-Site_KEY_V2,layer,lyr_quartz,value_number
SoDaH-Site_KEY_V2,layer,lyr_alkali_feldspar,value_number
SoDaH-Site_KEY_V2,layer,lyr_plag_feldspar,value_number
SoDaH-Site_KEY_V2,layer,lyr_mica_chlorite,value_number
SoDaH-Site_KEY_V2,layer,lyr_amphibole,value_number
SoDaH-Site_KEY_V2,layer,lyr_pyroxine,value_number
SoDaH-Site_KEY_V2,layer,lyr_olivine,value_number
SoDaH-Site_KEY_V2,layer,lyr_volc_glass,value_number
SoDaH-Site_KEY_V2,layer,lyr_kaol_halloy,value_number
SoDaH-Site_KEY_V2,layer,lyr_smect_vermic,value_number
SoDaH-Site_KEY_V2,layer,lyr_gibbsite,value_number
SoDaH-Site_KEY_V2,layer,lyr_fe_oxides,value_number
SoDaH-Site_KEY_V2,layer,lyr_imog_alloph,value_number
SoDaH-Site_KEY_V2,layer,lyr_ferrihydrite,value_number
SoDaH-Site_KEY_V2,layer,lyr_radiolabID,value_string
SoDaH-Site_KEY_V2,layer,lyr_radiolab_lyrnum,note
SoDaH-Site_KEY_V2,layer,lyr_radioanlys_yr,value_date
SoDaH-Site_KEY_V2,layer,lyr_14c,value_number
SoDaH-Site_KEY_V2,layer,lyr_14c_sdv,standard_deviation
SoDaH-Site_KEY_V2,layer,lyr_frc_modern,value_number
SoDaH-Site_KEY_V2,layer,lyr_frc_modern_sdv,standard_deviation
SoDaH-Site_KEY_V2,fraction,frc_scheme,value_string
SoDaH-Site_KEY_V2,fraction,frc_property,value_string
SoDaH-Site_KEY_V2,fraction,frc_scheme_units,unit
SoDaH-Site_KEY_V2,fraction,frc_low_cutoff,value_min
SoDaH-Site_KEY_V2,fraction,frc_high_cutoff,value_max
SoDaH-Site_KEY_V2,fraction,frc_extr_conc,value_number
SoDaH-Site_KEY_V2,fraction,frc_sqtl,value_string
SoDaH-Site_KEY_V2,fraction,frc_seq_order,value_string
SoDaH-Site_KEY_V2,fraction,frc_composite,value_string
SoDaH-Site_KEY_V2,fraction,frc_notes,note
SoDaH-Site_KEY_V2,fraction,frc_c_perc,value_number
SoDaH-Site_KEY_V2,fraction,frc_mass_perc,value_number
SoDaH-Site_KEY_V2,fraction,frc_c_tot,value_number
SoDaH-Site_KEY_V2,fraction,frc_oc,value_number
SoDaH-Site_KEY_V2,fraction,frc_n_tot,value_number
SoDaH-Site_KEY_V2,fraction,frc_c_to_n,value_number
SoDaH-Site_KEY_V2,fraction,frc_15n,value_number
SoDaH-Site_KEY_V2,fraction,frc_13c,value_number
