variable_location,data_product,data_table,provided_variable,variable, note
column_name,vanGestel2017,soc,variable,variable,NA
column_name,vanGestel2017,soc,soil.horizon,soil_horizon,NA
column_name,vanGestel2017,soc,bulk.density,input,NA
column_name,vanGestel2017,soc,source,source,NA
column_name,vanGestel2017,soc,notes,notes,NA
column_name,vanGestel2017,soc,reference,reference,NA
column_name,vanGestel2017,bd_calculation,site.id,site_name,NA
column_name,vanGestel2017,bd_calculation,percent.som,percent_soil_organic_matter,NA
column_name,vanGestel2017,bd_calculation,bd,bulk_density,NA
column_name,vanGestel2017,bd_calculation,soil.horizon,soil_horizon,NA
column_name,vanGestel2017,bd_calculation,notes,notes,NA
column_name,vanGestel2017,plant,site.id,site_name,NA
column_name,vanGestel2017,plant,trt,treatment_type,NA
column_name,vanGestel2017,plant,technique,technique,NA
column_name,vanGestel2017,plant,season,season,NA
column_name,vanGestel2017,plant,trt.size.bg,treatment_size_below_ground,NA
column_name,vanGestel2017,plant,soilT.depth,depth_soil_temperature,NA
column_name,vanGestel2017,plant,trt.size.abg,treatment_size_above_ground,NA
column_name,vanGestel2017,plant,trt.size.units,treatment_size_units,NA
column_name,vanGestel2017,plant,species,vegetation_species,NA
column_name,vanGestel2017,plant,start.date,treatment_duration_start,NA
column_name,vanGestel2017,plant,measurement.date,measurement_date,NA
column_name,vanGestel2017,plant,duration,treatment_duration,NA
column_name,vanGestel2017,plant,remove,remove,NA
column_name,vanGestel2017,plant,multi.year,multiyear,NA
column_name,vanGestel2017,plant,control.mean,control_mean,NA
column_name,vanGestel2017,plant,control.se,control_standard_error,NA
column_name,vanGestel2017,plant,control.n,control_size,NA
column_name,vanGestel2017,plant,trt.mean,treatment_mean,NA
column_name,vanGestel2017,plant,trt.se,treatment_standard_error,NA
column_name,vanGestel2017,plant,trt.n,treatment_size,NA
column_name,vanGestel2017,plant,unit,unit,NA
column_name,vanGestel2017,plant,variable,variable,NA
column_name,vanGestel2017,plant,soil.horizon,soil_horizon,NA
column_name,vanGestel2017,plant,source,source,NA
column_name,vanGestel2017,plant,notes,notes,NA
column_name,vanGestel2017,plant,reference,reference,NA
column_name,vanGestel2017,plant,input,input,NA
column_name,ISRaD,interstitial,entry_name,dataset_name,NA
column_name,ISRaD,interstitial,site_name,site_name,NA
column_name,ISRaD,interstitial,pro_name,profile_name,NA
column_name,ISRaD,interstitial,ist_name,interstitial_name,NA
column_name,ISRaD,interstitial,ist_obs_date_y,observation_date,NA
column_name,ISRaD,interstitial,ist_obs_date_m,observation_date,NA
column_name,ISRaD,interstitial,ist_obs_date_d,observation_date,NA
column_name,ISRaD,interstitial,ist_all_org_neg,all_org_neg,NA
column_name,ISRaD,interstitial,ist_depth,depth,NA
column_name,ISRaD,interstitial,ist_notes,interstitial_notes,NA
column_name,ISRaD,interstitial,ist_phase,interstitial_phase,NA
column_name,ISRaD,interstitial,ist_analyte,analyte,NA
column_name,ISRaD,interstitial,ist_method,interstitial_sampling_method,NA
column_name,ISRaD,interstitial,ist_storage_method,interstitial_sample_storage_method,NA
column_name,ISRaD,interstitial,ist_time_dur,time_dur,NA
column_name,ISRaD,interstitial,ist_temp,temperature,NA
column_name,ISRaD,interstitial,ist_source_O2,source_O2,NA
column_name,ISRaD,interstitial,ist_source_H2O,source_H2O,NA
column_name,ISRaD,interstitial,ist_concentration,concentration,NA
column_name,ISRaD,interstitial,ist_13c,13c,NA
column_name,ISRaD,interstitial,ist_13c_sd,13c,NA
column_name,ISRaD,interstitial,ist_18o,18o,NA
column_name,ISRaD,interstitial,ist_2h,2h,NA
column_name,ISRaD,interstitial,ist_rc_lab,rc_lab,NA
column_name,ISRaD,interstitial,ist_rc_lab_number,rc_lab,NA
column_name,ISRaD,interstitial,ist_rc_year,rc_year,NA
column_name,ISRaD,interstitial,ist_14c,14c,NA
column_name,ISRaD,interstitial,ist_14c_sigma,14c,NA
column_name,ISRaD,interstitial,ist_14c_sd,14c,NA
column_name,ISRaD,interstitial,ist_fraction_modern,fraction_modern,NA
column_name,ISRaD,interstitial,ist_fraction_modern_sigma,fraction_modern,NA
column_name,ISRaD,interstitial,ist_fraction_modern_sd,fraction_modern,NA
column_name,ISRaD,metadata,entry_name,entry_name,NA
column_name,ISRaD,metadata,doi,doi,NA
column_name,ISRaD,metadata,compilation_doi,doi,NA
column_name,ISRaD,metadata,curator_name,curator_name,NA
column_name,ISRaD,metadata,curator_organization,curator_organization,NA
column_name,ISRaD,metadata,curator_email,email,NA
column_name,ISRaD,metadata,modification_date_y,modification_date,NA
column_name,ISRaD,metadata,modification_date_m,modification_date,NA
column_name,ISRaD,metadata,modification_date_d,modification_date,NA
column_name,ISRaD,metadata,contact_name,contact_name,NA
column_name,ISRaD,metadata,contact_email,email,NA
column_name,ISRaD,metadata,contact_orcid_id,contact_orcid_id,NA
column_name,ISRaD,metadata,bibliographical_reference,citation,NA
column_name,ISRaD,metadata,metadata_note,metadata_note,NA
column_name,ISRaD,metadata,associated_datasets,associated_datasets,NA
column_name,ISRaD,metadata,template_version,template_version,NA
column_name,ISRaD,site,entry_name,dataset_name,NA
column_name,ISRaD,site,site_name,site_name,NA
column_name,ISRaD,site,site_lat,latitude,NA
column_name,ISRaD,site,site_long,longitude,NA
column_name,ISRaD,site,site_datum,datum,NA
column_name,ISRaD,site,site_elevation,elevation,NA
column_name,ISRaD,site,site_note,site_description,NA
column_name,ISRaD,profile,entry_name,dataset_name,NA
column_name,ISRaD,profile,site_name,site_name,NA
column_name,ISRaD,profile,plot_name,plot_name,NA
column_name,ISRaD,profile,pro_name,profile_name,NA
column_name,ISRaD,profile,pro_note,profile_note,NA
column_name,ISRaD,profile,pro_lat,latitude,NA
column_name,ISRaD,profile,pro_long,longitude,NA
column_name,ISRaD,profile,pro_elevation,elevation,NA
column_name,ISRaD,profile,pro_treatment,treatment_type,NA
column_name,ISRaD,profile,pro_treatment_note,treatment_type,NA
column_name,ISRaD,profile,pro_comp,composite,NA
column_name,ISRaD,profile,pro_reps,replicate,NA
column_name,ISRaD,profile,pro_MAT,mean_annual_temperature,NA
column_name,ISRaD,profile,pro_MAP,mean_annual_precipitation,NA
column_name,ISRaD,profile,pro_peatland,peatland,NA
column_name,ISRaD,profile,pro_usda_soil_order,usda_soil_order,NA
column_name,ISRaD,profile,pro_soil_series,soil_series,NA
column_name,ISRaD,profile,pro_soil_taxon,soil_taxonomy,NA
column_name,ISRaD,profile,pro_soil_taxon_sys,soil_taxonomy,NA
column_name,ISRaD,profile,pro_chrono_name,chronosequence_name,NA
column_name,ISRaD,profile,pro_soil_age,soil_age,NA
column_name,ISRaD,profile,pro_soil_age_note,soil_age,NA
column_name,ISRaD,profile,pro_MAST,mean_annual_soil_temperature,NA
column_name,ISRaD,profile,pro_MASWC,mean_annual_water_content,NA
column_name,ISRaD,profile,pro_land_cover,land_cover,NA
column_name,ISRaD,profile,pro_lc_phenology,land_cover_phenology,NA
column_name,ISRaD,profile,pro_lc_leaf_type,land_cover_morphology,NA
column_name,ISRaD,profile,pro_lc_photosyn_path,land_cover_photosynthetic_pathway,NA
column_name,ISRaD,profile,pro_veg_note,vegetation_note,NA
column_name,ISRaD,profile,pro_NPP,net_primary_productivity,NA
column_name,ISRaD,profile,pro_bedrock_depth,bedrock_depth,NA
column_name,ISRaD,profile,pro_complete,complete_profile,NA
column_name,ISRaD,profile,pro_depth_water,water_table_depth,NA
column_name,ISRaD,profile,pro_thaw_depth,thaw_depth,NA
column_name,ISRaD,profile,pro_parent_material,parent_material,NA
column_name,ISRaD,profile,pro_parent_chem,parent_chemistry,NA
column_name,ISRaD,profile,pro_parent_material_notes,parent_material,NA
column_name,ISRaD,profile,pro_2d_position,2d_position,NA
column_name,ISRaD,profile,pro_aspect,aspect_class,NA
column_name,ISRaD,profile,pro_aspect_deg,aspect_degree,NA
column_name,ISRaD,profile,pro_slope,slope,NA
column_name,ISRaD,profile,pro_slope_shape,slope_shape,NA
column_name,ISRaD,profile,pro_drainage_class,drainage_class,NA
column_name,ISRaD,profile,pro_soc,soil_organic_carbon,NA
column_name,ISRaD,profile,pro_soc_sigma,soil_organic_carbon,NA
column_name,ISRaD,profile,pro_soc_depth,depth_mean,NA
column_name,ISRaD,profile,pro_catchment_area,catchment_area,NA
column_name,ISRaD,profile,pro_permafrost,permafrost,NA
column_name,ISRaD,profile,pro_thermokarst,thermokarst,NA
column_name,ISRaD,profile,pro_deforested,deforested,NA
column_name,ISRaD,profile,pro_water_body,water_body_type,NA
column_name,ISRaD,profile,pro_water_body_name,water_body_name,NA
column_name,ISRaD,flux,entry_name,dataset_name,NA
column_name,ISRaD,flux,site_name,site_name,NA
column_name,ISRaD,flux,plot_name,plot_name,NA
column_name,ISRaD,flux,pro_name,profile_name,NA
column_name,ISRaD,flux,flx_name,flux_name,NA
column_name,ISRaD,flux,flx_lat,latitude,NA
column_name,ISRaD,flux,flx_long,longitude,NA
column_name,ISRaD,flux,flx_obs_date_y,observation_date,NA
column_name,ISRaD,flux,flx_obs_date_m,observation_date,NA
column_name,ISRaD,flux,flx_obs_date_d,observation_date,NA
column_name,ISRaD,flux,flx_notes,flx_notes,NA
column_name,ISRaD,flux,flx_pathway,flx_pathway,NA
column_name,ISRaD,flux,flx_pathway_note,flx_pathway_note,NA
column_name,ISRaD,flux,flx_analyte,analyte,NA
column_name,ISRaD,flux,flx_ecosystem_component,flx_ecosystem_component,NA
column_name,ISRaD,flux,flx_method,flx_method,NA
column_name,ISRaD,flux,flx_method_note,flx_method_note,NA
column_name,ISRaD,flux,flx_storage_method,flx_storage_method,NA
column_name,ISRaD,flux,flx_duration,flx_duration,NA
column_name,ISRaD,flux,flx_keeling_plot,flx_keeling_plot,NA
column_name,ISRaD,flux,flx_atm_correction,flx_atm_correction,NA
column_name,ISRaD,flux,flx_source_temp,source_temp,NA
column_name,ISRaD,flux,flx_source_O2,source_O2,NA
column_name,ISRaD,flux,flx_source_H2O,source_H2O,NA
column_name,ISRaD,flux,flx_rate,flx_rate,NA
column_name,ISRaD,flux,flx_rate_sd,flx_rate_sd,NA
column_name,ISRaD,flux,flx_rate_units,flx_rate_units,NA
column_name,ISRaD,flux,flx_analyte_conc,analyte_conc,NA
column_name,ISRaD,flux,flx_discharge_rate,discharge_rate,NA
column_name,ISRaD,flux,flx_aquatic_ph,aquatic_ph,NA
column_name,ISRaD,flux,flx_aquatic_cond,aquatic_conductivity,NA
column_name,ISRaD,flux,flx_13c,13c,NA
column_name,ISRaD,flux,flx_13c_sd,13c,NA
column_name,ISRaD,flux,flx_18o,18o,NA
column_name,ISRaD,flux,flx_2h,2h,NA
column_name,ISRaD,flux,flx_rc_lab,rc_lab,NA
column_name,ISRaD,flux,flx_rc_lab_number,rc_lab,NA
column_name,ISRaD,flux,flx_rc_year,rc_year,NA
column_name,ISRaD,flux,flx_14c,14c,NA
column_name,ISRaD,flux,flx_14c_sigma,14c,NA
column_name,ISRaD,flux,flx_14c_sd,14c,NA
column_name,ISRaD,flux,flx_fraction_modern,fraction_modern,NA
column_name,ISRaD,flux,flx_fraction_modern_sigma,fraction_modern,NA
column_name,ISRaD,flux,flx_fraction_modern_sd,fraction_modern,NA
column_name,ISRaD,layer,entry_name,dataset_name,NA
column_name,ISRaD,layer,site_name,site_name,NA
column_name,ISRaD,layer,pro_name,profile_name,NA
column_name,ISRaD,layer,lyr_name,layer_name,NA
column_name,ISRaD,layer,lyr_obs_date_y,observation_date,NA
column_name,ISRaD,layer,lyr_obs_date_m,observation_date,NA
column_name,ISRaD,layer,lyr_obs_date_d,observation_date,NA
column_name,ISRaD,layer,lyr_all_org_neg,all_org_neg,NA
column_name,ISRaD,layer,lyr_top,depth_min,NA
column_name,ISRaD,layer,lyr_bot,depth_max,NA
column_name,ISRaD,layer,lyr_hzn,soil_horizon,NA
column_name,ISRaD,layer,lyr_comp,composite,NA
column_name,ISRaD,layer,lyr_igsn,international_geo_sample_number,NA
column_name,ISRaD,layer,lyr_note,layer_note,NA
column_name,ISRaD,layer,lyr_color,color,NA
column_name,ISRaD,layer,lyr_color_dry,color_dry,NA
column_name,ISRaD,layer,lyr_burn_ev,burn_evidence,NA
column_name,ISRaD,layer,lyr_bd_samp,bulk_density_sample,NA
column_name,ISRaD,layer,lyr_bd_tot,bulk_density_total,NA
column_name,ISRaD,layer,lyr_bd_notes,bd_notes,NA
column_name,ISRaD,layer,lyr_sand_tot_psa,sand,NA
column_name,ISRaD,layer,lyr_silt_tot_psa,silt,NA
column_name,ISRaD,layer,lyr_clay_tot_psa,clay,NA
column_name,ISRaD,layer,lyr_coarse_tot,coarse_fraction,NA
column_name,ISRaD,layer,lyr_coarse_size_thresh,coarse_size_thresh,NA
column_name,ISRaD,layer,lyr_coarse_density,coarse_density,NA
column_name,ISRaD,layer,lyr_texture_class,soil_texture_class,NA
column_name,ISRaD,layer,lyr_bet_surface_area,bet_surface_area,NA
column_name,ISRaD,layer,lyr_ph_cacl,pH_cacl,NA
column_name,ISRaD,layer,lyr_ph_h2o,pH_h2o,NA
column_name,ISRaD,layer,lyr_ph,pH,NA
column_name,ISRaD,layer,lyr_ph_method,pH,NA
column_name,ISRaD,layer,lyr_cat_exch,cation_exchange_capacity,NA
column_name,ISRaD,layer,lyr_base_sum,base_sum,NA
column_name,ISRaD,layer,lyr_cec_sum,exchangeable_cations_sum,NA
column_name,ISRaD,layer,lyr_ca_exch,calcium_ extractable,NA
column_name,ISRaD,layer,lyr_na_exch,sodium_ extractable,NA
column_name,ISRaD,layer,lyr_mg_exch,magnesium_extractable,NA
column_name,ISRaD,layer,lyr_k_exch,potassium_extractable,NA
column_name,ISRaD,layer,lyr_ecec,effective_cation_exchange_capacity,NA
column_name,ISRaD,layer,lyr_bs,base_saturation,NA
column_name,ISRaD,layer,lyr_c_inorg,carbon_inorganic,NA
column_name,ISRaD,layer,lyr_c_org,carbon_organic,NA
column_name,ISRaD,layer,lyr_c_tot,total_carbon,NA
column_name,ISRaD,layer,lyr_soc,soil_organic_carbon,NA
column_name,ISRaD,layer,lyr_soc_sigma,soil_organic_carbon,NA
column_name,ISRaD,layer,lyr_n_tot,nitrogen_total,NA
column_name,ISRaD,layer,lyr_son,soil_organic_nitrogen,NA
column_name,ISRaD,layer,lyr_c_to_n,carbon_to_nitrogen,NA
column_name,ISRaD,layer,lyr_loi,loss_on_ignition,NA
column_name,ISRaD,layer,lyr_ha_fa,ha_fa,NA
column_name,ISRaD,layer,lyr_15n,15n,NA
column_name,ISRaD,layer,lyr_13c,13c,NA
column_name,ISRaD,layer,lyr_rc_lab,rc_lab,NA
column_name,ISRaD,layer,lyr_rc_lab_number,rc_lab,NA
column_name,ISRaD,layer,lyr_rc_year,rc_year,NA
column_name,ISRaD,layer,lyr_14c,14c,NA
column_name,ISRaD,layer,lyr_14c_sigma,14c,NA
column_name,ISRaD,layer,lyr_14c_sd,14c,NA
column_name,ISRaD,layer,lyr_fraction_modern,fraction_modern,NA
column_name,ISRaD,layer,lyr_fraction_modern_sigma,fraction_modern,NA
column_name,ISRaD,layer,lyr_fraction_modern_sd,fraction_modern,NA
column_name,ISRaD,layer,lyr_mbc_method,mbc_method,NA
column_name,ISRaD,layer,lyr_raw_mbc,raw_mbc,NA
column_name,ISRaD,layer,lyr_reported_mbc,reported_mbc,NA
column_name,ISRaD,layer,lyr_p_ext,phosphorus_extractable,NA
column_name,ISRaD,layer,lyr_p_units,phosphorus_units,NA
column_name,ISRaD,layer,lyr_p_method,phosphorus_method,NA
column_name,ISRaD,layer,lyr_p_tot,phosphorus_total,NA
column_name,ISRaD,layer,lyr_p_stock,phosphorus_stock,NA
column_name,ISRaD,layer,lyr_fe_py,iron_pyrophosphate,NA
column_name,ISRaD,layer,lyr_al_py,aluminum_pyrophosphate,NA
column_name,ISRaD,layer,lyr_fe_al_py,iron_alumium_pyrophosphate,NA
column_name,ISRaD,layer,lyr_si_py,silicon_pyrophosphate,NA
column_name,ISRaD,layer,lyr_c_py,carbon_pyrophosphate,NA
column_name,ISRaD,layer,lyr_py_notes,pyrophosphate_notes,NA
column_name,ISRaD,layer,lyr_fe_ox,iron_oxalate,NA
column_name,ISRaD,layer,lyr_al_ox,aluminum_oxalate,NA
column_name,ISRaD,layer,lyr_si_ox,silicon_oxalate,NA
column_name,ISRaD,layer,lyr_c_ox,carbon_oxalate,NA
column_name,ISRaD,layer,lyr_noncrystalline_ox,noncrystalline_oxalate,NA
column_name,ISRaD,layer,lyr_ox_notes,oxalate_notes,NA
column_name,ISRaD,layer,lyr_fe_hy,iron_hydroxylamine,NA
column_name,ISRaD,layer,lyr_al_hy,aluminum_ hydroxylamine,NA
column_name,ISRaD,layer,lyr_si_hy,silicon_ hydroxylamine,NA
column_name,ISRaD,layer,lyr_c_hy,carbon_hydroxylamine,NA
column_name,ISRaD,layer,lyr_hy_notes,hydroxylamine_notes,NA
column_name,ISRaD,layer,lyr_fe_dith,iron_dithionate,NA
column_name,ISRaD,layer,lyr_al_dith,aluminum_dithionate,NA
column_name,ISRaD,layer,lyr_si_dith,silicon_dithionate,NA
column_name,ISRaD,layer,lyr_dith_notes,dithionate_notes,NA
column_name,ISRaD,layer,lyr_quartz,quartz,NA
column_name,ISRaD,layer,lyr_alkali_feldspar,alkali_feldspar,NA
column_name,ISRaD,layer,lyr_plag_feldspar,plagioclase_feldspar,NA
column_name,ISRaD,layer,lyr_mica_chlorite,mica_chlorite,NA
column_name,ISRaD,layer,lyr_amphibole,amphibole,NA
column_name,ISRaD,layer,lyr_pyroxine,pyroxine,NA
column_name,ISRaD,layer,lyr_olivine,olivine,NA
column_name,ISRaD,layer,lyr_volc_glass,volcanic_glass,NA
column_name,ISRaD,layer,lyr_kaol_halloy,kaolinite_halloysite,NA
column_name,ISRaD,layer,lyr_smect_vermic,smectite_vermincullite,NA
column_name,ISRaD,layer,lyr_gibbsite,gibbsite,NA
column_name,ISRaD,layer,lyr_fe_oxides,iron_oxides,NA
column_name,ISRaD,layer,lyr_imog_alloph,imogolite_allophane,NA
column_name,ISRaD,layer,lyr_ferrihydrite,ferrihydrite,NA
column_name,ISRaD,layer,lyr_calcite_dolomite,calcite_dolomite,NA
column_name,ISRaD,layer,lyr_zeolite,zeolite,NA
column_name,ISRaD,layer,lyr_bd_samp_fill_extra,bd_samp_fill_extra,NA
column_name,ISRaD,layer,lyr_c_org_fill_extra,c_org_fill_extra,NA
column_name,ISRaD,layer,lyr_soc_fill_extra,soc_fill_extra,NA
column_name,ISRaD,layer,lyr_14c_fill_extra,14c_fill_extra,NA
column_name,ISRaD,layer,lyr_fill_notes_extra,fill_notes_extra,NA
column_name,ISRaD,fraction,entry_name,dataset_name,NA
column_name,ISRaD,fraction,site_name,site_name,NA
column_name,ISRaD,fraction,pro_name,profile_name,NA
column_name,ISRaD,fraction,lyr_name,layer_name,NA
column_name,ISRaD,fraction,frc_name,fraction_name,NA
column_name,ISRaD,fraction,frc_input,fraction_input,NA
column_name,ISRaD,fraction,frc_property,fraction_property,NA
column_name,ISRaD,fraction,frc_scheme,fraction_scheme,NA
column_name,ISRaD,fraction,frc_scheme_units,fraction_scheme_units,NA
column_name,ISRaD,fraction,frc_lower,fraction_lower,NA
column_name,ISRaD,fraction,frc_upper,fraction_upper,NA
column_name,ISRaD,fraction,frc_agent,fraction_agent,NA
column_name,ISRaD,fraction,frc_scheme_conc,scheme_conc,NA
column_name,ISRaD,fraction,frc_comp,composite,NA
column_name,ISRaD,fraction,frc_note,fraction_note,NA
column_name,ISRaD,fraction,frc_mass_perc,fraction_mass_perc,NA
column_name,ISRaD,fraction,frc_obs_date_y,observation_date,NA
column_name,ISRaD,fraction,frc_obs_date_m,observation_date,NA
column_name,ISRaD,fraction,frc_obs_date_d,observation_date,NA
column_name,ISRaD,fraction,frc_bet_surface_area,bet_surface_area,NA
column_name,ISRaD,fraction,frc_c_perc,fraction_c_perc,NA
column_name,ISRaD,fraction,frc_c_tot,total_carbon,NA
column_name,ISRaD,fraction,frc_c_org,carbon_organic,NA
column_name,ISRaD,fraction,frc_c_inorg,carbon_inorganic,NA
column_name,ISRaD,fraction,frc_n_tot,nitrogen_total,NA
column_name,ISRaD,fraction,frc_c_to_n,carbon_to_nitrogen,NA
column_name,ISRaD,fraction,frc_15n,15n,NA
column_name,ISRaD,fraction,frc_13c,13c,NA
column_name,ISRaD,fraction,frc_rc_lab,rc_lab,NA
column_name,ISRaD,fraction,frc_rc_lab_number,rc_lab,NA
column_name,ISRaD,fraction,frc_rc_year,rc_year,NA
column_name,ISRaD,fraction,frc_14c,14c,NA
column_name,ISRaD,fraction,frc_14c_sigma,14c,NA
column_name,ISRaD,fraction,frc_14c_sd,14c,NA
column_name,ISRaD,fraction,frc_fraction_modern,fraction_modern,NA
column_name,ISRaD,fraction,frc_fraction_modern_sigma,fraction_modern,NA
column_name,ISRaD,fraction,frc_fraction_modern_sd,fraction_modern,NA
column_name,ISRaD,fraction,frc_mbc_method,mbc_method,NA
column_name,ISRaD,fraction,frc_raw_mbc,raw_mbc,NA
column_name,ISRaD,fraction,frc_reported_mbc,reported_mbc,NA
column_name,ISRaD,fraction,frc_fe_py,iron_pyrophosphate,NA
column_name,ISRaD,fraction,frc_al_py,aluminum_pyrophosphate,NA
column_name,ISRaD,fraction,frc_fe_al_py,iron_alumium_pyrophosphate,NA
column_name,ISRaD,fraction,frc_si_py,silicon_pyrophosphate,NA
column_name,ISRaD,fraction,frc_c_py,carbon_pyrophosphate,NA
column_name,ISRaD,fraction,frc_py_notes,pyrophosphate_notes,NA
column_name,ISRaD,fraction,frc_fe_ox,iron_oxalate,NA
column_name,ISRaD,fraction,frc_al_ox,aluminum_oxalate,NA
column_name,ISRaD,fraction,frc_si_ox,silicon_oxalate,NA
column_name,ISRaD,fraction,frc_c_ox,carbon_oxalate,NA
column_name,ISRaD,fraction,frc_noncrystalline_ox,noncrystalline_oxalate,NA
column_name,ISRaD,fraction,frc_ox_notes,oxalate_notes,NA
column_name,ISRaD,fraction,frc_fe_hy,iron_hydroxylamine,NA
column_name,ISRaD,fraction,frc_al_hy,aluminum_ hydroxylamine,NA
column_name,ISRaD,fraction,frc_si_hy,silicon_ hydroxylamine,NA
column_name,ISRaD,fraction,frc_c_hy,carbon_hydroxylamine,NA
column_name,ISRaD,fraction,frc_hy_notes,hydroxylamine_notes,NA
column_name,ISRaD,fraction,frc_fe_dith,iron_dithionate,NA
column_name,ISRaD,fraction,frc_al_dith,aluminum_dithionate,NA
column_name,ISRaD,fraction,frc_si_dith,silicon_dithionate,NA
column_name,ISRaD,fraction,frc_quartz,quartz,NA
column_name,ISRaD,fraction,frc_alkali_feldspar,alkali_feldspar,NA
column_name,ISRaD,fraction,frc_plag_feldspar,plagioclase_feldspar,NA
column_name,ISRaD,fraction,frc_mica_chlorite,mica_chlorite,NA
column_name,ISRaD,fraction,frc_amphibole,amphibole,NA
column_name,ISRaD,fraction,frc_pyroxine,pyroxine,NA
column_name,ISRaD,fraction,frc_olivine,olivine,NA
column_name,ISRaD,fraction,frc_volc_glass,volcanic_glass,NA
column_name,ISRaD,fraction,frc_kaol_halloy,kaolinite_halloysite,NA
column_name,ISRaD,fraction,frc_smect_vermic,smectite_vermincullite,NA
column_name,ISRaD,fraction,frc_gibbsite,gibbsite,NA
column_name,ISRaD,fraction,frc_fe_oxides,iron_oxides,NA
column_name,ISRaD,fraction,frc_imog_alloph,imogolite_allophane,NA
column_name,ISRaD,fraction,frc_ferrihydrite,ferrihydrite,NA
column_name,ISRaD,fraction,frc_zeolite,zeolite,NA
column_name,ISRaD,incubation,entry_name,dataset_name,NA
column_name,ISRaD,incubation,site_name,site_name,NA
column_name,ISRaD,incubation,pro_name,profile_name,NA
column_name,ISRaD,incubation,lyr_name,layer_name,NA
column_name,ISRaD,incubation,frc_name,fraction_name,NA
column_name,ISRaD,incubation,inc_name,incubation_name,NA
column_name,ISRaD,incubation,inc_type,incubation_type,NA
column_name,ISRaD,incubation,inc_note,incubation_note,NA
column_name,ISRaD,incubation,inc_obs_date_y,observation_date,NA
column_name,ISRaD,incubation,inc_obs_date_m,observation_date,NA
column_name,ISRaD,incubation,inc_obs_date_d,observation_date,NA
column_name,ISRaD,incubation,inc_duration,treatment_duration,NA
column_name,ISRaD,incubation,inc_duration_type,duration_type,NA
column_name,ISRaD,incubation,inc_anaerobic,anaerobic,NA
column_name,ISRaD,incubation,inc_analyte,analyte,NA
column_name,ISRaD,incubation,inc_temp,temperature,NA
column_name,ISRaD,incubation,inc_moisture_type,moisture_type,NA
column_name,ISRaD,incubation,inc_moisture,moisture,NA
column_name,ISRaD,incubation,inc_moisture_units,moisture_units,NA
column_name,ISRaD,incubation,inc_C_respired,C_respired,NA
column_name,ISRaD,incubation,inc_flux,flux_rate,NA
column_name,ISRaD,incubation,inc_flux_units,flux_rate_units,NA
column_name,ISRaD,incubation,inc_13c,13c,NA
column_name,ISRaD,incubation,inc_13c_sd,13c,NA
column_name,ISRaD,incubation,inc_rc_lab,rc_lab,NA
column_name,ISRaD,incubation,inc_rc_lab_number,rc_lab,NA
column_name,ISRaD,incubation,inc_rc_year,rc_year,NA
column_name,ISRaD,incubation,inc_14c,14c,NA
column_name,ISRaD,incubation,inc_14c_sigma,14c,NA
column_name,ISRaD,incubation,inc_14c_sd,14c,NA
column_name,ISRaD,incubation,inc_fraction_modern,fraction_modern,NA
column_name,ISRaD,incubation,inc_fraction_modern_sigma,fraction_modern,NA
column_name,ISRaD,incubation,inc_fraction_modern_sd,fraction_modern,NA
column_name,ISCNTemplate,metadata,curator_name,curator_name,NA
column_name,ISCNTemplate,metadata,curator_organization,curator_organization,NA
column_name,ISCNTemplate,metadata,curator_email,curator_email,NA
column_name,ISCNTemplate,metadata,modification_date,modification_date,NA
column_name,ISCNTemplate,metadata,contact_name,contact_name,NA
column_name,ISCNTemplate,metadata,contact_email,contact_email,NA
column_name,ISCNTemplate,metadata,dataset_name,dataset_name,NA
column_name,ISCNTemplate,metadata,dataset_description,dataset_description,NA
column_name,ISCNTemplate,metadata,reference,reference,NA
column_name,ISCNTemplate,metadata,citation,citation,NA
column_name,ISCNTemplate,metadata,citation_usage,citation_usage,NA
column_name,ISCNTemplate,metadata,acknowledgement,acknowledgement,NA
column_name,ISCNTemplate,metadata,acknowledgement_usage,acknowledgement_usage,NA
column_name,ISCNTemplate,metadata,c_est_method,carbon_estimation,NA
column_name,ISCNTemplate,metadata,c_est_note,carbon_estimation,NA
column_name,ISCNTemplate,metadata,lab_method,lab_method,NA
column_name,ISCNTemplate,metadata,metadata_general,metadata_general,NA
column_name,ISCNTemplate,metadata,missdata_param,missdata_param,NA
column_name,ISCNTemplate,metadata,resample,resample,NA
column_name,ISCNTemplate,metadata,funding_organization,funding_agency,NA
column_name,ISCNTemplate,site,site_name,site_name,NA
column_name,ISCNTemplate,site,site_note,site_description,NA
column_name,ISCNTemplate,site,country,country,NA
column_name,ISCNTemplate,site,province,province,NA
column_name,ISCNTemplate,site,state,state,NA
column_name,ISCNTemplate,site,county,county,NA
column_name,ISCNTemplate,site,lat,latitude,NA
column_name,ISCNTemplate,site,long,longitude,NA
column_name,ISCNTemplate,site,datum,datum,NA
column_name,ISCNTemplate,site,location_acc,location_accuracy,NA
column_name,ISCNTemplate,site,elevation,elevation,NA
column_name,ISCNTemplate,site,vegclass_nat,vegetation_class,NA
column_name,ISCNTemplate,site,vegclass,vegetation_class,NA
column_name,ISCNTemplate,site,vegclass_local,vegetation_class,NA
column_name,ISCNTemplate,site,vegclass_local_type,vegetation_class,NA
column_name,ISCNTemplate,site,veg_note,vegetation_class,NA
column_name,ISCNTemplate,site,landscape,landscape,NA
column_name,ISCNTemplate,site,landform,landform,NA
column_name,ISCNTemplate,site,2d_position,2d_position,NA
