variable_location,data_product,data_table,provided_variable,variable, note
column_name,ISCNTemplate,site,landform_note,landform,NA
column_name,ISCNTemplate,site,parent,parent,NA
column_name,ISCNTemplate,site,aspect_deg,aspect_degree,NA
column_name,ISCNTemplate,site,aspect_cl,aspect_class,NA
column_name,ISCNTemplate,site,slope,slope,NA
column_name,ISCNTemplate,site,stand_age,max_stand_age,NA
column_name,ISCNTemplate,site,stand_maturity,stand_maturity,NA
column_name,ISCNTemplate,site,successional_status,successional_status,NA
column_name,ISCNTemplate,site,drainagecl,drainage_class,NA
column_name,ISCNTemplate,site,depth_water,depth_water,NA
column_name,ISCNTemplate,site,thaw_depth_site,depth_site_thaw,NA
column_name,ISCNTemplate,site,bedrock_depth,depth_bedrock,NA
column_name,ISCNTemplate,site,climate_station,climate_station,NA
column_name,ISCNTemplate,site,ffdays,frost_free_days,NA
column_name,ISCNTemplate,site,flood_freq,flood_frequency,NA
column_name,ISCNTemplate,site,geo_form,geologic_formation,NA
column_name,ISCNTemplate,site,map,mean_annual_precipitation,NA
column_name,ISCNTemplate,site,mat,mean_annual_temperature,NA
column_name,ISCNTemplate,site,mast,mean_annual_soil_temperature,NA
column_name,ISCNTemplate,site,pond_freq,ponding_frequency,NA
column_name,ISCNTemplate,site,runoff,runoff,NA
column_name,ISCNTemplate,site,site_perm,site_permeability,NA
column_name,ISCNTemplate,site,water_table_duration,water_table_duration,NA
column_name,ISCNTemplate,site,cflux_note,carbon_flux_note,NA
column_name,ISCNTemplate,site,climate_note,climate_note,NA
column_name,ISCNTemplate,site,eco_note,ecoregion_note,NA
column_name,ISCNTemplate,site,photo_note,photo_note,NA
column_name,ISCNTemplate,site,soiltemp_note,soil_temperature_note,NA
column_name,ISCNTemplate,site,add_note,additional_notes,NA
column_name,ISCNTemplate,site,soc,soil_organic_carbon,NA
column_name,ISCNTemplate,site,soc_type,soil_type,NA
column_name,ISCNTemplate,site,soc_pcount,soil_organic_carbon_count,NA
column_name,ISCNTemplate,site,soc_depth,soil_organic_carbon_depth,NA
column_name,ISCNTemplate,site,soc_sigma,soil_organic_carbon,NA
column_name,ISCNTemplate,site,soc_method,soil_organic_carbon,NA
column_name,ISCNTemplate,cluster,cluster_name,cluster_name,NA
column_name,ISCNTemplate,cluster,cluster_note,cluster_note,NA
column_name,ISCNTemplate,profile,site_name,site_name,NA
column_name,ISCNTemplate,profile,cluster_name,cluster_name,NA
column_name,ISCNTemplate,profile,profile_name,profile_name,NA
column_name,ISCNTemplate,profile,profile_note,profile_note,NA
column_name,ISCNTemplate,profile,layer_method,layer_method,NA
column_name,ISCNTemplate,profile,profile_method,profile_method,NA
column_name,ISCNTemplate,profile,observation_date,observation_date,NA
column_name,ISCNTemplate,profile,observation_date_acc,observation_date,NA
column_name,ISCNTemplate,profile,transect_flag,transect_flag,NA
column_name,ISCNTemplate,profile,surface_veg,surface_vegetation,NA
column_name,ISCNTemplate,profile,soil_taxon,soil_taxon,NA
column_name,ISCNTemplate,profile,soil_series,soil_series,NA
column_name,ISCNTemplate,profile,add_taxon_flag,add_taxon_flag,NA
column_name,ISCNTemplate,profile,thaw_depth_profile,thaw_depth_profile,NA
column_name,ISCNTemplate,profile,sampler_names,sampler_names,NA
column_name,ISCNTemplate,profile,soc,soil_organic_carbon,NA
column_name,ISCNTemplate,profile,soc_type,soil_type,NA
column_name,ISCNTemplate,profile,soc_depth,soil_organic_carbon_depth,NA
column_name,ISCNTemplate,profile,soc_method,soil_organic_carbon,NA
column_name,ISCNTemplate,profile,soc_sigma,soil_organic_carbon,NA
column_name,ISCNTemplate,profile,soc_lcount,soil_organic_carbon_count,NA
column_name,ISCNTemplate,layer,site_name,site_name,NA
column_name,ISCNTemplate,layer,cluster_name,cluster_name,NA
column_name,ISCNTemplate,layer,profile_name,profile_name,NA
column_name,ISCNTemplate,layer,layer_name,layer_name,NA
column_name,ISCNTemplate,layer,layer_number,layer_number,NA
column_name,ISCNTemplate,layer,labeled_addition,labeled_addition,NA
column_name,ISCNTemplate,layer,layer_top,depth_min,NA
column_name,ISCNTemplate,layer,layer_bot,depth_max,NA
column_name,ISCNTemplate,layer,hzn_desgn,horizon_designation,NA
column_name,ISCNTemplate,layer,hzn_desgn_other,horizon_designation_other,NA
column_name,ISCNTemplate,layer,hzn_desgn_other_note,horizon_designation_other,NA
column_name,ISCNTemplate,layer,layer_note,layer_note,NA
column_name,ISCNTemplate,layer,c_method,soil_organic_carbon,NA
column_name,ISCNTemplate,layer,c_method,total_carbon,NA
column_name,ISCNTemplate,layer,color,color,NA
column_name,ISCNTemplate,layer,burn_ev,burn_evidence,NA
column_name,ISCNTemplate,layer,bd_method,bulk_density,NA
column_name,ISCNTemplate,layer,bd_samp,bulk_density,NA
column_name,ISCNTemplate,layer,bd_tot,bulk_density,NA
column_name,ISCNTemplate,layer,bd_whole,bulk_density,NA
column_name,ISCNTemplate,layer,bd_other,bulk_density,NA
column_name,ISCNTemplate,layer,ph_method,ph,NA
column_name,ISCNTemplate,layer,ph_cacl,ph,NA
column_name,ISCNTemplate,layer,ph_h2o,ph,NA
column_name,ISCNTemplate,layer,ph_other,ph,NA
column_name,ISCNTemplate,layer,caco3,caco3,NA
column_name,ISCNTemplate,layer,sand_tot_psa,sand,NA
column_name,ISCNTemplate,layer,silt_tot_psa,silt,NA
column_name,ISCNTemplate,layer,clay_tot_psa,clay,NA
column_name,ISCNTemplate,layer,wpg2_method,coarse_fraction,NA
column_name,ISCNTemplate,layer,wpg2,coarse_fraction,NA
column_name,ISCNTemplate,layer,cat_exch,cation_exchange_capacity,NA
column_name,ISCNTemplate,layer,gwc,gravimetric_water_content,NA
column_name,ISCNTemplate,layer,vwc,volumetric_water_content,NA
column_name,ISCNTemplate,layer,soc,soil_organic_carbon,NA
column_name,ISCNTemplate,layer,soc_type,soil_type,NA
column_name,ISCNTemplate,layer,soc_sigma,soil_organic_carbon,NA
column_name,ISCNTemplate,layer,soc_method,soil_organic_carbon,NA
column_name,ISCNTemplate,layer,c_tot,total_carbon,NA
column_name,ISCNTemplate,layer,oc,carbon_organic,NA
column_name,ISCNTemplate,layer,c_method,carbon_organic,NA
column_name,ISCNTemplate,layer,n_tot,nitrogen_total,NA
column_name,ISCNTemplate,layer,c_to_n,carbon_to_nitrogen,NA
column_name,ISCNTemplate,layer,loi,loss_on_ignition,NA
column_name,ISCNTemplate,layer,root_quant_size,root_quant_size,NA
column_name,ISCNTemplate,layer,root_weight,root_weight,NA
column_name,ISCNTemplate,layer,15n,15n,NA
column_name,ISCNTemplate,layer,13c,13c,NA
column_name,ISCNTemplate,layer,rc_lab,radiocarbon_lab,NA
column_name,ISCNTemplate,layer,rc_lab_number,radiocarbon_lab_number,NA
column_name,ISCNTemplate,layer,rc_year,radiocarbon_lab_year,NA
column_name,ISCNTemplate,layer,14c,14c,NA
column_name,ISCNTemplate,layer,14c_sigma,14c,NA
column_name,ISCNTemplate,layer,14c_age,age,NA
column_name,ISCNTemplate,layer,14c_age_sigma,age,NA
column_name,ISCNTemplate,layer,fraction_modern,fraction_modern,NA
column_name,ISCNTemplate,layer,fraction_modern_sigma,fraction_modern,NA
column_name,ISCNTemplate,layer,textureClass,soil_texture_class,NA
column_name,ISCNTemplate,fraction,site_name,site,NA
column_name,ISCNTemplate,fraction,cluster_name,cluster_name,NA
column_name,ISCNTemplate,fraction,profile_name,profile_name,NA
column_name,ISCNTemplate,fraction,layer_name,layer_name,NA
column_name,ISCNTemplate,fraction,fraction_name,fraction_name,NA
column_name,ISCNTemplate,fraction,fraction_number,fraction_number,NA
column_name,ISCNTemplate,fraction,labeled_addition,labeled_addition,NA
column_name,ISCNTemplate,fraction,fraction_scheme,fraction_scheme,NA
column_name,ISCNTemplate,fraction,fraction_property,fraction_property,NA
column_name,ISCNTemplate,fraction,fraction_scheme_units,fraction_scheme,NA
column_name,ISCNTemplate,fraction,fraction_type,fraction_type,NA
column_name,ISCNTemplate,fraction,fraction_agent,fraction_agent,NA
column_name,ISCNTemplate,fraction,fraction_note,fraction_note,NA
column_name,ISCNTemplate,fraction,fraction_c_perc,fraction_carbon_percent,NA
column_name,ISCNTemplate,fraction,fraction_mass_perc,fraction_mass_percent,NA
column_name,ISCNTemplate,fraction,oc,carbon_organic,NA
column_name,ISCNTemplate,fraction,c_method,carbon_organic,NA
column_name,ISCNTemplate,fraction,c_tot,total_carbon,NA
column_name,ISCNTemplate,fraction,c_method,total_carbon,NA
column_name,ISCNTemplate,fraction,n_tot,nitrogen_total,NA
column_name,ISCNTemplate,fraction,c_to_n,carbon_to_nitrogen,NA
column_name,ISCNTemplate,fraction,loi,loss_on_ignition,NA
column_name,ISCNTemplate,fraction,15n,15n,NA
column_name,ISCNTemplate,fraction,13c,13c,NA
column_name,ISCNTemplate,fraction,rc_lab,radiocarbon_lab,NA
column_name,ISCNTemplate,fraction,rc_lab_number,radiocarbon_lab_number,NA
column_name,ISCNTemplate,fraction,rc_year,radiocarbon_lab_year,NA
column_name,ISCNTemplate,fraction,14c,14c,NA
column_name,ISCNTemplate,fraction,14c_sigma,14c,NA
column_name,ISCNTemplate,fraction,14c_age,age,NA
column_name,ISCNTemplate,fraction,14c_age_sigma,age,NA
column_name,ISCNTemplate,fraction,fraction_modern,fraction_modern,NA
column_name,ISCNTemplate,fraction,fraction_modern_sigma,fraction_modern,NA
column_name,ISCNTemplate,gas,site_name,site_name,NA
column_name,ISCNTemplate,gas,cluster_name,cluster_name,NA
column_name,ISCNTemplate,gas,profile_name,profile_name,NA
column_name,ISCNTemplate,gas,layer_name,layer_name,NA
column_name,ISCNTemplate,gas,gas_name,gas_name,NA
column_name,ISCNTemplate,gas,rc_lab,radiocarbon_lab,NA
column_name,ISCNTemplate,gas,rc_lab_number,radiocarbon_lab_number,NA
column_name,ISCNTemplate,gas,rc_year,radiocarbon_lab_year,NA
column_name,ISCNTemplate,gas,labeled_addition,labeled_addition,NA
column_name,ISCNTemplate,gas,gas_number,gas_number,NA
column_name,ISCNTemplate,gas,gas_type,gas_type,NA
column_name,ISCNTemplate,gas,gas_note,gas_note,NA
column_name,ISCNTemplate,gas,gas_time_series,gas_time_series,NA
column_name,ISCNTemplate,gas,c_method,CH4_concentration,NA
column_name,ISCNTemplate,gas,c_method,CO2_concentration,NA
column_name,ISCNTemplate,gas,collection_method,collection_method,NA
column_name,ISCNTemplate,gas,collection_loc,field_or_incubation,NA
column_name,ISCNTemplate,gas,15n,15n,NA
column_name,ISCNTemplate,gas,c_conc_CO2,CO2_concentration,NA
column_name,ISCNTemplate,gas,13c_CO2,13c_CO2,NA
column_name,ISCNTemplate,gas,14c_CO2,14c_CO2,NA
column_name,ISCNTemplate,gas,14c_CO2_sigma,14c_CO2,NA
column_name,ISCNTemplate,gas,14c_age_CO2,14c_age_CO2,NA
column_name,ISCNTemplate,gas,14c_age_CO2_sigma,14c_age_CO2,NA
column_name,ISCNTemplate,gas,fraction_modern_CO2,fraction_modern_CO2,NA
column_name,ISCNTemplate,gas,fraction_modern_CO2_sigma,fraction_modern_CO2,NA
column_name,ISCNTemplate,gas,c_conc_CH4,CH4_concentration,NA
column_name,ISCNTemplate,gas,13c_CH4,13c_CH4,NA
column_name,ISCNTemplate,gas,14c_CH4,14c_CH4,NA
column_name,ISCNTemplate,gas,14c_CH4_sigma,14c_CH4,NA
column_name,ISCNTemplate,gas,14c_age_CH4,14c_age_CH4,NA
column_name,ISCNTemplate,gas,14c_age_CH4_sigma,14c_age_CH4,NA
column_name,ISCNTemplate,gas,fraction_modern_CH4,fraction_modern_CH4,NA
column_name,ISCNTemplate,gas,fraction_modern_CH4_sigma,fraction_modern_CH4,NA
column_name,ISCNTemplate,other,site_name,site_name,NA
column_name,ISCNTemplate,other,cluster_name,cluster_name,NA
column_name,ISCNTemplate,other,profile_name,profile_name,NA
column_name,ISCNTemplate,other,layer_name,layer_name,NA
column_name,ISCNTemplate,other,other_name,other_name,NA
column_name,ISCNTemplate,other,labeled_addition,labeled_addition,NA
column_name,ISCNTemplate,other,other_number,other_number,NA
column_name,ISCNTemplate,other,other_type,other_type,NA
column_name,ISCNTemplate,other,other_note,other_note,NA
column_name,ISCNTemplate,other,collection_method,collection_method,NA
column_name,ISCNTemplate,other,c_method,total_carbon,NA
column_name,ISCNTemplate,other,c_method,carbon_organic,NA
column_name,ISCNTemplate,other,processing_method,processing_method,NA
column_name,ISCNTemplate,other,oc,carbon_organic,NA
column_name,ISCNTemplate,other,c_tot,total_carbon,NA
column_name,ISCNTemplate,other,n_tot,nitrogen_total,NA
column_name,ISCNTemplate,other,c_to_n,carbon_to_nitrogen,NA
column_name,ISCNTemplate,other,plant_species,vegetation_species,NA
column_name,ISCNTemplate,other,root_live_flag,root_live_flag,NA
column_name,ISCNTemplate,other,root_quant_size,root_quant_size,NA
column_name,ISCNTemplate,other,compound_formula,compound_formula,NA
column_name,ISCNTemplate,other,compound,compound,NA
column_name,ISCNTemplate,other,15n,15n,NA
column_name,ISCNTemplate,other,13c,13c,NA
column_name,ISCNTemplate,other,rc_lab,radiocarbon_lab,NA
column_name,ISCNTemplate,other,rc_lab_number,radiocarbon_lab_number,NA
column_name,ISCNTemplate,other,rc_year,radiocarbon_lab_year,NA
column_name,ISCNTemplate,other,14c,14c,NA
column_name,ISCNTemplate,other,14c_sigma,14c,NA
column_name,ISCNTemplate,other,14c_age,14c_age,NA
column_name,ISCNTemplate,other,14c_age_sigma,14c_age,NA
column_name,ISCNTemplate,other,fraction_modern,fraction_modern,NA
column_name,ISCNTemplate,other,fraction_modern_sigma,fraction_modern,NA
column_name,ISCNTemplate,disturbance,site_name,site_name,NA
column_name,ISCNTemplate,disturbance,dist_clearcut_date,dist_clearcut_date,NA
column_name,ISCNTemplate,disturbance,dist_clearcut_removal_type,dist_clearcut_removal_type,NA
column_name,ISCNTemplate,disturbance,dist_clearcut_removal_perc,dist_clearcut_removal_perc,NA
column_name,ISCNTemplate,disturbance,dist_clearcut_date_qual,dist_clearcut_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_clearcut_date_note,dist_clearcut_date_note,NA
column_name,ISCNTemplate,disturbance,dist_crop_residue_date,dist_crop_residue_date,NA
column_name,ISCNTemplate,disturbance,dist_crop_residue_type,dist_crop_residue_type,NA
column_name,ISCNTemplate,disturbance,dist_crop_residue_perc,dist_crop_residue_perc,NA
column_name,ISCNTemplate,disturbance,dist_crop_residue_date_qual,dist_crop_residue_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_crop_residue_date_note,dist_crop_residue_date_note,NA
column_name,ISCNTemplate,disturbance,dist_fire_date,dist_fire_date,NA
column_name,ISCNTemplate,disturbance,dist_fire_severity,dist_fire_severity,NA
column_name,ISCNTemplate,disturbance,dist_fire_date_qual,dist_fire_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_fire_date_note,dist_fire_date_note,NA
column_name,ISCNTemplate,disturbance,dist_fwd_removal_date,dist_fwd_removal_date,NA
column_name,ISCNTemplate,disturbance,dist_fwd_removal_perc,dist_fwd_removal_perc,NA
column_name,ISCNTemplate,disturbance,dist_fwd_removal_date_qual,dist_fwd_removal_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_fwd_removal_date_note,dist_fwd_removal_date_note,NA
column_name,ISCNTemplate,disturbance,dist_general_date,dist_general_date,NA
column_name,ISCNTemplate,disturbance,dist_general_date_qual,dist_general_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_general_date_note,dist_general_date_note,NA
column_name,ISCNTemplate,disturbance,dist_grazed_date,dist_grazed_date,NA
column_name,ISCNTemplate,disturbance,dist_grazed_spp,dist_grazed_spp,NA
column_name,ISCNTemplate,disturbance,dist_grazed_stocking,dist_grazed_stocking,NA
column_name,ISCNTemplate,disturbance,dist_grazed_live_weight,dist_grazed_live_weight,NA
column_name,ISCNTemplate,disturbance,dist_grazed_onplot,dist_grazed_onplot,NA
column_name,ISCNTemplate,disturbance,dist_grazed_daynight,dist_grazed_daynight,NA
column_name,ISCNTemplate,disturbance,dist_grazed_date_qual,dist_grazed_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_grazed_date_note,dist_grazed_date_note,NA
column_name,ISCNTemplate,disturbance,dist_harvest_date,dist_harvest_date,NA
column_name,ISCNTemplate,disturbance,dist_harvest_residue_type,dist_harvest_residue_type,NA
column_name,ISCNTemplate,disturbance,dist_harvest_residue_perc,dist_harvest_residue_perc,NA
column_name,ISCNTemplate,disturbance,dist_harvest_spp,dist_harvest_spp,NA
column_name,ISCNTemplate,disturbance,dist_harvest_date_qual,dist_harvest_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_harvest_date_note,dist_harvest_date_note,NA
column_name,ISCNTemplate,disturbance,dist_herbicide_date,dist_herbicide_date,NA
column_name,ISCNTemplate,disturbance,dist_herbicide_type,dist_herbicide_type,NA
column_name,ISCNTemplate,disturbance,dist_herbicide_kgha,dist_herbicide_kgha,NA
column_name,ISCNTemplate,disturbance,dist_herbicide_date_qual,dist_herbicide_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_herbicide_date_note,dist_herbicide_date_note,NA
column_name,ISCNTemplate,disturbance,dist_insect_and_pathogen_date,dist_insect_and_pathogen_date,NA
column_name,ISCNTemplate,disturbance,dist_insect_and_pathogen_date_qual,dist_insect_and_pathogen_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_insect_and_pathogen_date_note,dist_insect_and_pathogen_date_note,NA
column_name,ISCNTemplate,disturbance,dist_irrigation_date,dist_irrigation_date,NA
column_name,ISCNTemplate,disturbance,dist_irrigation_water,dist_irrigation_water,NA
column_name,ISCNTemplate,disturbance,dist_irrigation_drain_depth,dist_irrigation_drain_depth,NA
column_name,ISCNTemplate,disturbance,dist_irrigation_date_qual,dist_irrigation_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_irrigation_date_note,dist_irrigation_date_note,NA
column_name,ISCNTemplate,disturbance,dist_liming_date,dist_liming_date,NA
column_name,ISCNTemplate,disturbance,dist_liming_kgha,dist_liming_kgha,NA
column_name,ISCNTemplate,disturbance,dist_liming_date_qual,dist_liming_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_liming_date_note,dist_liming_date_note,NA
column_name,ISCNTemplate,disturbance,dist_m_fertilization_date,dist_m_fertilization_date,NA
column_name,ISCNTemplate,disturbance,dist_m_fertilization_type,dist_m_fertilization_type,NA
column_name,ISCNTemplate,disturbance,dist_m_fertilization_kgha,dist_m_fertilization_kgha,NA
column_name,ISCNTemplate,disturbance,dist_m_fertilization_form,dist_m_fertilization_form,NA
column_name,ISCNTemplate,disturbance,dist_m_fertilization_method,dist_m_fertilization_method,NA
column_name,ISCNTemplate,disturbance,dist_m_fertilization_date_qual,dist_m_fertilization_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_m_fertilization_date_note,dist_m_fertilization_date_note,NA
column_name,ISCNTemplate,disturbance,dist_natural_regeneration_date,dist_natural_regeneration_date,NA
column_name,ISCNTemplate,disturbance,dist_natural_regeneration_type,dist_natural_regeneration_type,NA
column_name,ISCNTemplate,disturbance,dist_natural_regeneration_date_qual,dist_natural_regeneration_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_natural_regeneration_date_note,dist_natural_regeneration_date_note,NA
column_name,ISCNTemplate,disturbance,dist_o_fertilization_date,dist_o_fertilization_date,NA
column_name,ISCNTemplate,disturbance,dist_o_fertilization_type,dist_o_fertilization_type,NA
column_name,ISCNTemplate,disturbance,dist_o_fertilization_kgha,dist_o_fertilization_kgha,NA
column_name,ISCNTemplate,disturbance,dist_o_fertilization_c,dist_o_fertilization_c,NA
column_name,ISCNTemplate,disturbance,dist_o_fertilization_n,dist_o_fertilization_n,NA
column_name,ISCNTemplate,disturbance,dist_o_fertilization_method,dist_o_fertilization_method,NA
column_name,ISCNTemplate,disturbance,dist_o_fertilization_date_qual,dist_o_fertilization_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_o_fertilization_date_note,dist_o_fertilization_date_note,NA
column_name,ISCNTemplate,disturbance,dist_pesticide_date,dist_pesticide_date,NA
column_name,ISCNTemplate,disturbance,dist_pesticide_kgha,dist_pesticide_kgha,NA
column_name,ISCNTemplate,disturbance,dist_pesticide_type,dist_pesticide_type,NA
column_name,ISCNTemplate,disturbance,dist_pesticide_date_qual,dist_pesticide_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_pesticide_date_note,dist_pesticide_date_note,NA
column_name,ISCNTemplate,disturbance,dist_planting_date,dist_planting_date,NA
column_name,ISCNTemplate,disturbance,dist_planting_seed,dist_planting_seed,NA
column_name,ISCNTemplate,disturbance,dist_planting_spp,dist_planting_spp,NA
column_name,ISCNTemplate,disturbance,dist_planting_date_qual,dist_planting_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_planting_date_note,dist_planting_date_note,NA
column_name,ISCNTemplate,disturbance,dist_storm_date,dist_storm_date,NA
column_name,ISCNTemplate,disturbance,dist_storm_date_qual,dist_storm_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_storm_date_note,dist_storm_date_note,NA
column_name,ISCNTemplate,disturbance,dist_thinning_date,dist_thinning_date,NA
column_name,ISCNTemplate,disturbance,dist_thinning_removal_type,dist_thinning_removal_type,NA
column_name,ISCNTemplate,disturbance,dist_thinning_perc,dist_thinning_perc,NA
column_name,ISCNTemplate,disturbance,dist_thinning_basal_area,dist_thinning_basal_area,NA
column_name,ISCNTemplate,disturbance,dist_thinning_date_qual,dist_thinning_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_thinning_date_note,dist_thinning_date_note,NA
column_name,ISCNTemplate,disturbance,dist_tillage_date,dist_tillage_date,NA
column_name,ISCNTemplate,disturbance,dist_tillage_type,dist_tillage_type,NA
column_name,ISCNTemplate,disturbance,dist_tillage_depth,dist_tillage_depth,NA
column_name,ISCNTemplate,disturbance,dist_tillage_date_qual,dist_tillage_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_tillage_date_note,dist_tillage_date_note,NA
column_name,ISCNTemplate,disturbance,dist_ungrazed_date,dist_ungrazed_date,NA
column_name,ISCNTemplate,disturbance,dist_ungrazed_duration,dist_ungrazed_duration,NA
column_name,ISCNTemplate,disturbance,dist_ungrazed_date_qual,dist_ungrazed_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_ungrazed_date_note,dist_ungrazed_date_note,NA
column_name,ISCNTemplate,disturbance,dist_wildfire_date,dist_wildfire_date,NA
column_name,ISCNTemplate,disturbance,dist_wildfire_severity,dist_wildfire_severity,NA
column_name,ISCNTemplate,disturbance,dist_wildfire_date_qual,dist_wildfire_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_wildfire_date_note,dist_wildfire_date_note,NA
column_name,ISCNTemplate,disturbance,dist_underburn_date,dist_underburn_date,NA
column_name,ISCNTemplate,disturbance,dist_underburn_perc,dist_underburn_perc,NA
column_name,ISCNTemplate,disturbance,dist_underburn_date_qual,dist_underburn_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_underburn_date_note,dist_underburn_date_note,NA
column_name,ISCNTemplate,disturbance,dist_windthrow_date,dist_windthrow_date,NA
column_name,ISCNTemplate,disturbance,dist_windthrow_perc,dist_windthrow_perc,NA
column_name,ISCNTemplate,disturbance,dist_windthrow_date_qual,dist_windthrow_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_windthrow_date_note,dist_windthrow_date_note,NA
column_name,ISCNTemplate,disturbance,dist_woody_encroachment_date,dist_woody_encroachment_date,NA
column_name,ISCNTemplate,disturbance,dist_woody_encroachment_date_qual,dist_woody_encroachment_date_qual,NA
column_name,ISCNTemplate,disturbance,dist_woody_encroachment_date_note,dist_woody_encroachment_date_note,NA
column_name,ISCNTemplate,cluster,site_name,site_name,NA
column_name,ISCNTemplate,cluster,soc,soil_organic_carbon,NA
column_name,ISCNTemplate,cluster,soc_type,soil_type,NA
column_name,ISCNTemplate,cluster,soc_pcount,soil_organic_carbon_count,NA
column_name,ISCNTemplate,cluster,soc_depth,soil_organic_carbon_depth,NA
column_name,ISCNTemplate,cluster,soc_sigma,soil_organic_carbon,NA
column_name,ISCNTemplate,cluster,soc_method,soil_organic_carbon,NA
column_name,SoDaH-Site_KEY_V2,location,curator_PersonName,curator_name,NA
column_name,SoDaH-Site_KEY_V2,location,curator_organization,curator_organization,NA
column_name,SoDaH-Site_KEY_V2,location,curator_email,email,NA
column_name,SoDaH-Site_KEY_V2,location,modification_date,modification_date,NA
column_name,SoDaH-Site_KEY_V2,location,author_PersonName,author,NA
column_name,SoDaH-Site_KEY_V2,location,author_email,email,NA
column_name,SoDaH-Site_KEY_V2,location,author_orcid_id,contact_orcid_id,NA
column_name,SoDaH-Site_KEY_V2,location,addit_contact_person,additional_contact_person,NA
column_name,SoDaH-Site_KEY_V2,location,addit_contact_email,email,NA
column_name,SoDaH-Site_KEY_V2,location,bibliographical_reference,citation,NA
column_name,SoDaH-Site_KEY_V2,location,data_doi,doi,NA
column_name,SoDaH-Site_KEY_V2,location,header_row,header_row_number,NA
column_name,SoDaH-Site_KEY_V2,location,NA_1,missing_value,NA
column_name,SoDaH-Site_KEY_V2,location,NA_2,missing_value,NA
column_name,SoDaH-Site_KEY_V2,location,network,network,NA
column_name,SoDaH-Site_KEY_V2,location,site_code,site_code,NA
column_name,SoDaH-Site_KEY_V2,location,location_name,location_name,NA
column_name,SoDaH-Site_KEY_V2,location,lat,latitude,NA
column_name,SoDaH-Site_KEY_V2,location,long,longitude,NA
column_name,SoDaH-Site_KEY_V2,location,datum,latitude_longitude_datum,NA
column_name,SoDaH-Site_KEY_V2,location,elevation,elevation,NA
column_name,SoDaH-Site_KEY_V2,location,map,mean_annual_percipitation,NA
column_name,SoDaH-Site_KEY_V2,location,mat,mean_annual_temperature,NA
column_name,SoDaH-Site_KEY_V2,location,clim_avg_yrs,climate_averaging_period,NA
column_name,SoDaH-Site_KEY_V2,location,tx_start,treatment_duration_start,NA
column_name,SoDaH-Site_KEY_V2,location,aspect_deg,aspect_degree,NA
column_name,SoDaH-Site_KEY_V2,location,aspect_class,aspect_class,NA
column_name,SoDaH-Site_KEY_V2,location,slope,slope,NA
column_name,SoDaH-Site_KEY_V2,location,slope_shape,slope_shape,NA
column_name,SoDaH-Site_KEY_V2,location,drainage_class,drainage_class,NA
column_name,SoDaH-Site_KEY_V2,location,depth_water,depth_water,NA
column_name,SoDaH-Site_KEY_V2,location,parent_transport,parent_transport,NA
column_name,SoDaH-Site_KEY_V2,location,parent_material,parent_material,NA
column_name,SoDaH-Site_KEY_V2,location,rock_chem,bedrock_chemistry,NA
column_name,SoDaH-Site_KEY_V2,location,land_cover,land_cover,NA
column_name,SoDaH-Site_KEY_V2,location,eco_region,ecoregion,NA
column_name,SoDaH-Site_KEY_V2,location,loc_texture_class,soil_texture_class,NA
column_name,SoDaH-Site_KEY_V2,location,plant,vegetation_species,NA
column_name,SoDaH-Site_KEY_V2,location,lit_c,fine_litterfall_carbon,NA
column_name,SoDaH-Site_KEY_V2,location,lit_n,fine_litterfall_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,location,lit_p,fine_litterfall_phosphorus,NA
column_name,SoDaH-Site_KEY_V2,location,lit_cn,fine_litterfall_carbon_to_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,location,lit_lig,aboveground_litterfall_lignin,NA
column_name,SoDaH-Site_KEY_V2,location,lit_lit_n,aboveground_litterfall_lignin_to_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,location,npp,net_primary_productivity,NA
column_name,SoDaH-Site_KEY_V2,location,anpp,aboveground_net_primary_productivity,NA
column_name,SoDaH-Site_KEY_V2,location,bnpp,belowground_net_primary_productivity,NA
column_name,SoDaH-Site_KEY_V2,location,bnpp_notes,belowground_net_primary_productivity,NA
